Esperanto,Japanese_Trans,Chinese_Trans,Korean_Trans,Level_JP,Level_CN,Level_JP_Num,Level_JP_Scaled,Unified_Level
varo,"{Ｂ}【経】商品, 売り物, >>komercaĵo, >>artiklo",商品，货物,"상품(商品). eksporti, importi ～ojn 상품을 수출하다, 수입하다; rompigxemaj ～oj 깨어지기 쉬운 상품. ～ejo (상품의)창고. ～prezoj 물가(物價). ～trafiko 상품 거래(교역). ～vagono (열차의)화물 차량. en～ejigi 창고에 넣다. hard～o 하드웨어. nutro～oj 식료(상)품. soft～o 소프트웨어.",B,8.0,2.0,5.67,6.83
varti,"{Ｂ}［他］保育する, 養育する, 育てる; 《転》（大事に）はぐくむ; （機械などを）保守する",抚养，抚育，照顾，饲养,"[타] (아기・강아지・꽃 따위를)기르다, 돌보다, 보호하다. ～i bebon, hundeton 아기를, 강아지를 돌보다(기르다). ☞ flegi. ～o, ～ado 보육(保育), 돌보기. ～ejo 탁아소, 보육원, infanejo. ～istino 보모(保姆), 유모.",C,9.0,3.0,8.79,8.9
vasta,"{Ｂ}広い, 広々とした; （衣服が）ゆったりした; 《転》広範な; 【声】（母音が）開いた",广大，宽广，（衣服）肥大,"①(표면이)넓다란, 넓은, 광대한, 광막한, 광활한. ～aj kaj herboricxaj kampoj 광대하고 풀이 많은 들; ～a gxardeno, arbaro 넓은 정원, 숲. ②(옷 따위가)헐렁한, 느슨한, 헐거운. ～a mantelo, pantalono, jupo 헐렁한 망토, 바지, 치마. ☞ loza. ③<비유> 광의(廣義)의, 넓은 영역을 포함하는, 포괄적인. ～a senco de vorto 단어의 광의의 뜻; iom ～e paroli pri la temo 그 주제에 관해 약간 포괄적으로 말하다. ④<음성학> (발음하기 위해 입이)열린, 벌인. ☞ forta, vocxo. ～ajxo 넓은 것(곳), 광야(廣野). ～eco 넓음, 범위, 폭. la ～eco de scioj 지식의 범위(폭). ～igi 넓히다, 헐렁하게 하다, (낡은 의미로)선전하다, 광고하다. ～igxi 넓어지다, 확대(확산)되다. ～aspirita 마음이 넓은, 관대한, 아량이 있는, 대범한. ～korpa 체격이 좋은, 비만한, 살찐. dis～igi ①(날개를)넓게 펴다, 전개하다. ②(빛을)퍼뜨리다, 확산시키다. ③<비유> 널리 알리다, 보급(普及)하다, 퍼뜨리다, 선전(宣傳)하다, propagandi. dis～igo, dis～igado 전개, 확산, 보급, 선전. dis～igxi 넓혀지다, 전개되다, 확산되다, 보급되다. mal～a 좁은, (옷이)꽉 끼는, (마음이)편협한, 옹졸한. mal～eco 좁음, (생각・마음의)편협. mal～igi 좁게 하다, 좁히다, 죄다, 수축시키다, 긴축하다. pli～igi 더 확장시키다, 넓히다. pli～igi manikon 소매를 더 넓히다.",B,5.0,2.0,5.67,5.33
vato,"{Ｂ}（衣類や寝具などに詰める）綿（わた）, 脱脂綿, >>kotono / 【理】ワット（仕事率・電力のSI単位，W）",棉絮,"(옷・이불 따위에 넣는)솜, 탈지면. ～i [타] (옷・이불에)솜을 넣다. ～i bandagxon 붕대에 솜을 넣다. ～ita 솜을 넣은. ～bulo <의학> tampono.",C,7.0,3.0,8.79,7.9
vazo,"{Ｂ}容器, うつわ, つぼ, かめ, 花びん, はち, >>poto, >>pelvo, >>kruĉo / 【解】脈管, =angio",容器，器皿,"①그릇, 병, 꽃병, 단지. cxina ～o 도자기, porcelanajxo; flor～o 꽃병; kuir～oj 솥, 냄비. ☞ poto, marmito, krucxo, tino, sitelo, ceramiko, urno. ②<의학> vaskulo 의 약자. ③<성서> …을 받는 사람, 대표자. ～o de kolero 노여움을 받는 사람; li estas elektita ～o por ni 그는 우리를 위한 대표자로 선택되었다. ～aro (집합적으로)식기류. ～lavejo (부엌 옆의)찬방, 설거지 방. ～lavisto (식당의)접시 닦는 사람. ～mova <해부> 혈관 운동의. ～sistemo 혈관 계통, 유관속계(維管束系). nokto～o 요강. trink ～eto (새장 안의)작은 물통. ☞ trogeto.",C,7.0,3.0,8.79,7.9
vegetalo,"{Ｂ}植物, =vegetaĵo",植物,"vegetajxo(→vegeti). ☞ planto, kreskajxo. ～a ①식물의. ～a regno 식물계(界). ②식물성의. ～a dieto, butero 식물성 규정식, 버터. ～aro (한 지방의)식물군(群). ～ismo 채식주의. ～isto 채식 주의자.",C,9.0,3.0,8.79,8.9
vegetara,{Ｂ}菜食の,素食的，吃素的,"채식(菜食)의, 소식(素食)의, 소밥(素-)의. ～a dieto 채식 다이어트. ～ano, ～isto 채식주의자. ～ismo 채식주의. ☞ vegetalismo. vivi ～e 채식으로 살다.",C,9.0,3.0,8.79,8.9
veki,"{Ｂ}［他］目覚めさせる; 《転》呼び覚ます, 呼び起こす",唤醒,"[타] ①(사람을)잠에서 깨우다, (실신한 사람을)깨어나게 하다. ～i iun el la dormo 누구를 잠에서 깨우다; (f) ～i iun el distreco (비유)누구를 멍하니 있는(방심의) 상태에서 각성시키다. ②(사물을)…의 정적(靜寂)을 깨뜨리다, 활기를 띄우게 하다, 되살아나게 하다, (양심을)일깨우다, 각성시키다, (주의를)환기시키다. Dio ～is nian konsciencon 하나님은 우리의 양심을 일깨워 주었다; ～i la atenton de la auxskultantoj 청중의 주의를 환기시키다. ③(사물을)낳다, 생겨나게 하다, 불러일으키다, (웃음・부러움 따위를)자아내다. ～i la deziron legi 독서하고 싶은 마음을 불러일으키다; ～i dubon, simpation 의심을, 동정심을 불러일으키다. ☞ levi, provoki, iniciati. ～o 잠을 깨기, 깨어남, 각성, 환기(換起). ～a 깨우는, 각성시키는. ～a trumpetado 기상나팔 불기. ～igxi 깨어나다, 각성하다, (기억이)회상되다, 되살아나다, 생겨나다, (바람이)일다. ☞ gxermi, burgxoni. ～igxo 잠을 깨움, 깨어남, 각성. ～iteco 깨어 있는 상태, 철야, 밤샘. ～horlogxo 자명종. ～signalo 기상나팔(북).",B,4.0,2.0,5.67,4.83
velki,"{Ｂ}［自］枯れる, しおれる, しなびる; 《転》衰える, あせる",枯萎，凋谢；衰弱，衰老,"[자] ①<식물> 시들다, 마르다. la floroj ～as 꽃이 시든다; ～intaj pomoj 시든 사과. ②<의학> 생기가 없다, 싱싱함을 잃다, 초췌해지다. ～intaj lipoj 초췌한 입술; ～inta hauxto, vizagxo 생기없는 피부, 얼굴. ③<비유> 힘・광채・번영을 잃다, 세력을 잃다, 퇴락하다. ～inta fervoro 시들해진 열심; la koloroj de la kurtenoj jam ～as 그 커튼의 빛깔은 이미 퇴색되고 있다. ～a 마른, 시들은, 싱싱함을 잃은, 퇴색한, 활기없는, 시들한. ☞ kaduka, putra. ～o, ～ado 시듦, 퇴색. ～ema 쉽게 시드는, 초췌한, 쇠약한, (문체가)힘없는, 활기없는. ～igi 시들게 하다, 초췌하게 하다. ☞ konsumi. ～inteco 시들은 정도(상태). ～ozo <식물> 시듦병, 위조병(萎凋病). for～i [자] 시들어 죽다(없어지다), 쇠망(衰亡)하다. ne～ema 시들지 않는, 퇴색하지 않는. ne～ema koloro, memorajxo 변하지 않는 색깔, 기념품.",C,8.0,3.0,8.79,8.4
velo,"{Ｂ}【海】帆（ほ）; 【解】帆（はん）, （特に）口蓋帆, =palata velo",帆,"①(배・풍차의)돛. ②<해부> 개막(蓋膜), 연구개(軟口蓋). ☞ uvulo. ～i, ～adi [자] 돛을 달고 항해하다. ～adi kontraux la vento 바람을 거슬러 항해하다. ～preta 출범 준비가 되어있는. ～veturi ～i. antaux～o 앞 돛.",C,8.0,3.0,8.79,8.4
vendi,"{Ｂ}［他］売る, 売却する, 販売する; 《転》裏切る, 売り渡す",卖，出卖,"[타] ①팔다, 판매하다, 매도(賣渡)하다, 매각하다. ～i kontante, kredite 현찰로, 외상으로 팔다; ～i pogrande, pomalgrande 도매로, 소매로 팔다. ☞ kolporti, marcxandi, brokanti. ②(돈・목전의 이익 때문에)…을 희생하다, 팔아먹다, (몸을)팔다. ～i sian konsciencon 자기의 양심을 팔아먹다; ～i la jugxadon 돈 받고 판단을(재판을) 그르치다; ～i sian honoron 자기의 명예를 팔아먹다; ～i sin al iu 자신(의 몸)을 누구에게 팔다.. ③(돈 때문에)…을 배반하다. ～i sian patrujon 자기의 조국을 배반하다(팔아먹다). ～o 판매, 매상, 매매. elmeti ion por ～o 무엇을 팔려고 내놓다; kontanta ～o 현찰 판매; kredita ～o 신용 판매. ☞ negoco. ～a 판매의. ～a prezo 판매가(價). ～ado ～o. ～anto 파는 사람, 매도자. ～ejo 파는 곳, 가게. ☞ butiko, bazaro, foiro. ～igxi 팔리다, 판매되다. ～isto (직업적인)장사꾼, 상인(商人). ☞ komizo. cxio～ejo 백화점. dis～i el～i. el～i [타] 다 팔다, 매진(賣盡)시키다, 방매(放賣)하다. ☞ elcxerpi. for～i [타] 매각하다. ne～ebla 팔 수 없는, 비매품의. ne～eblajxo 비매품. re～i 전매(轉賣)하다, 되팔다. re～isto 전매인(轉賣人), 중매인, 고물상.",A,4.0,1.0,2.54,3.27
vendredo,{Ｂ}金曜日,星期五,금요일. la Sankta V～o 성(聖) 금요일.,A,5.0,1.0,2.54,3.77
veneno,"{Ｂ}毒, 毒物, 毒薬, >>tokso; 《転》害毒",毒，毒物,"①독(毒), 독약. la ～o de vipuro, de araneo 독사(毒蛇)의, 거미의 독. ☞ tokso. ②<비유> 불쾌한(마음에 안 드는) 것(일), 기분 나쁜 것(일). ～a 독을 함유한, 독약처럼 위험한. ～aj fungoj 독버섯; ～aj paroloj 독설(毒舌). ～i [타] ①독살(毒殺)시키다. ②…에 독을 섞다(넣다). ③<비유> 불쾌(불행)하게 하다. ～ado 독살, 독을 넣기, 해독을 주기, 독을 바르기(섞기). ～igxo 중독 상태, 독을 탄 상태. ～gaso 독가스. ～imuna 독에 면역이 된, mitridatizita. ～isto 독을 넣는 사람, 해독을 끼치는 사람, 풍기를 문란케 하는 사람. kontraux～o 해독제. mem～ado, sin～ado 자가 중독. sen～igi sentoksigi.",C,8.0,3.0,8.79,8.4
veni,"{Ｂ}［自］来る, やって来る; 到着する, 行き着く; 達する",来,"[자] ①오다. ②가다(말하는 대상에게로 움직이는 것을 뜻함). mi ～os al vi cxi vespere 나는 오늘 저녁에 당신에게 갈 것이다. ③…에 도달하다. ※목적하는 결과에 도착하는 것을 뜻함. fine ili ～is al unuanima decido, ke… 결국 그들은 …라고 하는 만장일치의 결정에 도달했다; ～i al interkonsento 합의에 도달하다. ④(사물이)…의 결과가 되다, 결과가 …하게 되다. ☞ sekvi. ⑥제 때에 발생하다, 일어나다. ～i la horo -i ···할 시간이 오다; la ～onta jaro, semajno 내년(來年), 내주(來週). ～igi 오게 하다, (이쪽으로)보내다, 발생시키다, 일으키다. ～o 오기, 도래(到來), 도착, 도달. altede～a 귀족 출신의, 좋은 가문 출신의. al～i 도착하다, “～i ③”의 강조 형. al～o 도착. amkun～o (사랑하는 남녀간의)데이트. antaux～i [자] 먼저(미리) 오다. bon～a 친절하게 영접 받는, 환영받는. bon～igi 환영하다. bon～o 친절한 영접, 환영. Bon～on! 어서 오십시오!, 환영합니다!. datre～o (해마다 돌아오는)기념일. de～i [자] …로부터 오다, 유래하다, 파생(派生)하다, …의 후예이다. de～igi derivi. de～o 유래, 기원, 원천, 출생, 출신. el～i [자] …에서 나오다, 초래되다. en～i [자] ①…속으로 들어오다. ②성적(性的)으로 결합하다. inter～i [자] …사이로 오다, 간섭하다. ☞ sin enmiksi. inter～o 간섭, 개입. ☞ incidento. kun～ejo 회합 장소, 집회(집합) 장소. kun～i [자] 모이다, 회동하다, 회합하다. ☞ kolektigxi. kun～igi 모이게 하다, 소집하다, 집합시키다. kun～o 모임, 회합, 회동, 집합, 집회. ☞ asembleo, kunsido. lauxde～e 출신에 의하면. nere～igebla 되돌아오게 할 수 없는, 돌이킬 수 없는, 만회할 수 없는, 되찾을 수 없는. ne～o 오지 않음. post～i [타] …뒤에 오다, …의 뒤를 잇다, 계승하다. re～i [자] ①돌아오다, 귀환하다. ②다시 발생하다. ☞ returne. re～igi 돌아오게 하다. re～o 돌아감(옴), 귀환(歸還). re～posxte 반신 우편으로. mangxokun～o 회 식(會食). tekun ～o 다과회. vesperkun～o 저녁 모임.",A,2.0,1.0,2.54,2.27
venki,"{Ｂ}［他］勝つ, 打ち破る; 克服する, 打ち勝つ",战胜；克服,"[타] ①(싸움・전쟁에서 적을)이기다, 승리하다. ☞ triumfi. ②(경쟁자를)제압하다, 압도하다, 이기다, 물리치다. ③(역경을)극복하다, (성공적으로)통과하다, 마스터하다. ～i cxiujn barojn 모든 장애를 극복하다; (f) ～i sian timon, sian pasion 자신의 두려움을, 열정을 극복하다. ④(사물이)…보다 더 강하다, 압도하다. la vero cxiam ～as 진리는 항상 이긴다(무엇보다도 강하다). ～o 승리, (시합에서의)성공, 이김. ～a 승리의. ～a marsxo 승리의 행진. ～igi (누구를)이기게 하다, 승리(성공)하게 하다. ～igxi 지다, 패배하다. ～into 승자(勝者). ～ito 패자(敗者). la ～itoj de la vivo 인생의 패배자들. dis～i 패주(敗走)시키다. mal～o 패배. mal～i ～igxi. mal～ismo 패배주의. ne～ebla 이길 수 없는, 극복할 수 없는, 무적(無敵)의. super～i (…보다)낫다, 우월하다, …위에서 이기다.",A,6.0,1.0,2.54,4.27
vento,{Ｂ}【気】風; 《転》空虚なもの,风,"①<기상> 바람. forto, direkto de ～o 바람의 힘, 방향; mara, monta, norda ～o 바다 바람, 산바람, 북풍. ☞ zefiro,brizo, sxtormo, tempesto, uragano, tramontano, tajfuno. ②(일반 생활 속의 현상으로서의)바람, 경향, 풍조(風潮). milda, forta ～o 부드러운, 강한 바람; blovas ～o de striko(gxenerala emo) 파업의 바람이 분다(일반적인 사회의 풍조). ③(헛되고 무익한 것의 상징으로서의)바람, 풍문(風聞), 풍설(風說), 공허, 허망한 일. paroloj en la ～o 풍설; batadi la ～on 바람(허공)을 치다, 헛일을 하다. ④<의학> (腸內의)가스, 방귀. suferi ～ojn 방귀가 많이 나와 고생하다. ～a 바람의, 바람이 부는, (비유)헛된. ～a vetero, monteto 바람 부는 날씨, 언덕. ～anima 경솔한, 침착치 못한, 머리가 산만한. ～ajxo (바람처럼)헛된 것(일), 헛말. ～ego 태풍, 폭풍. ☞ sxtormo, tempesto. ～eto 미풍(微風), 산들바람. ～i [자] 바람 불다. forte ～as 바람이 세게 분다. ～kapa ～anima. ～montrilo ～flago. ～otrueto (관악기의)공기 구멍. ～oturno 풍향의 급변. ☞ ciklono. ～pusxo 질풍, 돌풍. ～umi [타] 부채질하다, (곡식을)까부르다, 키질하다. ～umilforma 부채꼴의. ～umilo 부채[扇], (활짝 편 공작새의)꼬리. ～umkorbo (곡식을 까부르는)키. ～ummasxino (곡식)까부르는 기계, 선풍기. al～e 바람을 따라, 바람 부는 방향으로. ☞ lofi. gren～umajxo (바람에 날려가는)왕겨, 곡식의 쭉정이. sen～o <기상> (해상의)잔잔함, 무풍상태, kalmo. sub～e 바람을 안고. tra～o 공기의 흡입, 문틈으로 들어오는 바람.",A,3.0,1.0,2.54,2.77
ventro,"{Ｂ}【解】腹, 腹部; 【理】（定常波の）腹, ><nodo",腹，肚子,"①<해부> 배, 복부(腹部). kusxi sur la ～o 배를 깔고 눕다(엎드리다); zorgi nur pri la ～o(materiaj, korpaj gxuoj) (자신의)배만 생각하는 사람(물질적인, 육체적인 즐거움만 신경 쓰는 사람). ☞ abdomeno, stomako, utero. ②(기계・물체의)불룩한 부분, 아래 부분, (선박의)옆구리. la ～o de sxipo(inter pobo kaj pruo) 선박의 옆구리 부분(선미와 선수의 사이); la ～o de violono(resonujo) 바이올린의 울림통; la ～o de botelo, flakono 병의, 플라스크의 불룩한 부분. ③<물리> 진폭의 최대 폭, 파복(波腹). ～a 배의, 복부의. ～a zono 복대(腹帶); ～a doloro 복통(腹痛). ～acxo, ～ego 뚱뚱한 배, 배불뚝이. ～altere 배를 깔고, 엎드려서. Kusxu ～altere! 배를 깔고 엎드려!(강도가 외치는 소리). ～bendo (소・말의)뱃대끈, 허리띠. ～doloro 복통. ～parolado 복화술(腹話術), 복성(腹聲). ～parolisto 복화술자(者). dis～igxo, el～igxo <의학> 복벽(腹壁) 헤르니아. sub～o <해부> 하복부(下腹部). dik～a 배가 나온, 배부른. ☞ obeza.",B,7.0,2.0,5.67,6.33
venĝi,"{Ｂ}［他］恨みを晴らす, あだを討つ; ［自］復讐する, 報復する",替…报仇，复仇；报复,"①[타] (～i iun)(…의, …를 위하여, …대신)원수를 갚다, 보복하다, 앙갚음하다, (…에 대한)모욕을 갚다, 씻다. ～i patron, amikon 아버지의, 친구의 원수를 갚다. ☞ repagi. ②[자] (pro io, al iu)(…에 대하여, …에게)복수하다, 원수를 갚다. ～o 복수, 보복, 앙갚음, 징벌, 벌. ～a 복수의, 보복의. ～a frapo 복수의 때림(매). ～anto 복수자(復讐者), 응징하는 사람. ～ema 원한을 품는, 앙심을 먹는, 집념이(복수심이) 강한. re～o “～o”의 강조 형.",C,9.0,3.0,8.79,8.9
vera,"{Ｂ}本当の, 実際の; 真実の, 真の, 本物の",真，实在,"진실, 진리, 사실. ～a 진실의, 참된, 진짜의, 사실의. ～a amiko 참된 친구. ～e 진실로, 참으로, 사실로, 정말. ～e bela 정말 예쁜; cxu ～e? 정말? ～ajxo 참된 것의 구체적 표현, 진실한 말(행동), 진상(眞相), 사실. ～eco 진실성. ～ema 진실(사실)만을 말하는 경향이 있는, ～ama. ～igi 확인하다, 검사하다, (진실을)증명하다, 입증하다. ☞ kontroli, pravigi. ～igxi 확증(증명・입증)되다. ～ismo (이탈리아 음악・문학에서의)진실주의. ～ama ～ema. ～dire 진실(사실)을 말하자면, se diri la ～on. ～dira 진실을 말하는. ～signo kriterio. kontraux～ajxo 허위, 거짓말, 허구(虛構). ☞ mensogo, preteksto. mal～a 거짓의, 허위의, 가짜의, 모조의, 위조(僞造)의. ☞ falsa. mal～o, mal～ajxo 거짓(말), 허위. vivo～a 생활처럼 참된.",A,3.0,1.0,2.54,2.77
verbo,{Ｂ}【Ｇ】動詞,动词,"<문법> 동사(動詞), 움직씨. ☞ tenso, modo, modalo, predikato, konjugacio. ～igi 동사로 만들다.",C,8.0,3.0,8.79,8.4
verda,"{Ｂ}緑の, 緑色の; 草木の茂った, 青々とした; 生の, 未成熟の, 青い; 【Ｅ】エスペラントの; 【環】環境保護の",绿色，绿,"①녹색(綠色)의, 초록(草綠)의, 푸른, (비유)(질투 따위로 얼굴이)파란, 파랗게 질린. ～aj folioj 푸른 잎들; tablo kun ～a tapisxo(por ludo aux diskutado) (게임이나 회담을 위해)초록색 융단을 깐 테이블; ～a lacerto, musko 푸른 도마뱀, 이끼; ～a de jxaluzo 질투가 나서 얼굴이 파랗게 질린. ☞ smeralda. ②풀・잎으로 덮인. la ～aj kampoj, arbaroj 풀로 덮혀 있는 (푸르른)들, 숲; la ～a sezono(printempo) 푸른 계절(봄). ③(수목이)푸릇푸릇한, 아직 어린, (습기가)마르지 않은, 싱싱한, (비유)(노인이)원기 왕성한. ～aj legomoj 푸릇푸릇한 채소; mangxi ～ajn pizojn 푸른 완두콩을 먹다; (f)ankoraux ～a maljunulo (비유)아직 원기 왕성한 노인. ④미숙(未熟)한, 덜 익은, 덜 자란. ～a greno, pomo 덜 익은 곡식, 사과. ⑤호의적인 것을 상징하는, 푸른 신호의. la ～aj trafiklumoj (permesantaj trairadon) 푸른 (교통)신호등(통과를 허락하는); la V～a Stelo 녹색 별(에스페란토 배지). ☞ tribordo. ～o ①녹색, 초록색. ②～ajxo. ～i [자] 초록색이다, 녹색의 인상을 주다, 푸르다. ～as la naturo 자연은 초록색이다. ～ajxo 푸른 것(식물, 초목). ～eco 푸르름, 싱싱함, 미숙함. ～ejo 녹지(綠地). ～esti ～i. ～eta 초록빛이 도는, 푸르스름한. ～eta marcxa akvo 푸르스름한 늪의 물. ～igi 푸르게 하다, 녹화(綠化)하다, 생기돌게 하다. ～igxi 초록빛이 되다, 푸르러지다, 싱싱해지다. ～okula 벽안(碧眼)의. cxiam～a 항상 푸르른, 상록(常綠)의. hel～a 담록색의. mar～a 청록색의. re～igxi 다시 초록빛으로 되다, 다시 파래지다, (늙은이가)다시 젊어지다, 다시 기운을 얻다.",A,4.0,1.0,2.54,3.27
verko,"{Ｂ}著作, 著書, 作品; 《転》しわざ, 所業",作品，著作,"저술, 작품. ～ado 저술 작업. [타] 저술하다, 창작하다. ☞ krei, komponi.",A,5.0,1.0,2.54,3.77
vermo,{Ｂ}（ミミズ・寄生虫などの）虫; （毛虫・いも虫など）幼虫; うじ虫,蠕虫，窝囊废,"①벌레, 유충, 구더기. ②<비유> 벌레같은 인간, 무가치한 사람. ～oj 기생충류(類). ～aro 해충, 기생충. ～oborita, ～otrua 벌레 먹은. ～oforma 벌레 모양의. ～opikita 좀이 쏜. kontraux～ajxo 구충제, 살충약. ter～o 지렁이, lumbriko.",C,7.0,3.0,8.79,7.9
verso,"{Ｂ}【文】詩句, 詩の一行",诗行，诗句,"(시・운문의)행(行), 시구(詩句). liberaj ～oj 자유시(詩). ☞ ritmo, rimo, strofo. ～ajxo 시(詩), 시가(詩歌), poeziajxo. ～duono→hemistiko. ～ego 긴 시(詩). ～ero 시각(詩脚). ～eto 단시(短詩), 작은(하찮은) 시구. ～farado 작시(作詩), 시작법(詩作法). ～fari 운문으로 쓰다, 시를 짓다. ～i [자] 시를 쓰다. ～isto 작시가(作詩家)(詩人은 아님). dek～o 10행시. en～igi 시로 만들다. kvar～o 4행시. ok～o 8행시. tri～o 3행시.",C,7.0,3.0,8.79,7.9
verŝi,"{Ｂ}［他］（液体・光を）注ぐ; 流す, こぼす",倾倒，浇；倾泻，发泄,"[타] ①(액체를)쏟다, 붓다, 따르다, (눈물・피를)흘리다, 뿌리다. ～i vinon el botelo en glason 포도주를 병에서 유리잔에 따르다; ～i bolantan akvon sur teon 끓는 물을 차[茶]에 붓다; ～i malvarman akvon sur ies entuziasmon(seniluziigi) 누구의 열심에 찬물을 끼얹다. ☞ sxuti. ②(추상적인 것, 햇빛 따위를)비추다, 퍼붓다, 뿌리다. la suno ～is oran lumon 태양은 황금빛을 내리 비추었다. ☞ pluvigi. ～igxi 쏟아지다, 뿌려지다, 흘려지다. ～ilo 커피포트, 주전자, 샤워기(器). ～isto 술 따르는 사람, (옛날 기사 임명식에서)술 따르는 직분을 맡은 사람. dis～i [타] 흩뿌리다, 여기저기 뿌리다, 살포(撒布)하다. el～i [타] (…속으로부터)쏟아내다, 붓다, 뿌리다. en～i [타] (…속으로)쏟아 넣다(붓다), 부어 넣다, 주입(注入)하다. pri～i [타] 뿌려서 적시다, 물주다. pri～i florojn 꽃에 물을 뿌려 적시다. super～i [타] 범람하다, 물이 넘치다. sur～i pri ～i. trans～i [타] 옮겨 따르다(붓다・쏟다). fand～i [타] 쇳물을 틀에 붓다. sango～o bucxado.",B,7.0,2.0,5.67,6.33
vespero,"{Ｂ}夕方, 夕べ, 夕暮れ, 日暮れ, 宵（よい）, 晩",傍晚；晚会,"저녁, 황혼, (비유)인생의 황혼, 만년(晩年). cxirkaux la ～o 저녁쯤 되어서; kiam la ～o alproksimigxis… 저녁이 가까워질 때…; atingi la ～on de sia vivo 자기 인생의 황혼에 도달하다. ☞ mateno, krepusko. ～a 저녁의, 저녁에 발생하는. en ～a horo 저녁 시간에; la ～aj sonoriloj 저녁 종(鐘). ～e 저녁에. ～as [자] 저녁이다. jam ～as 벌써 저녁이 되었다. ～gazeto 석간신문. ～igxas (날이)저문다, 황혼이 된다. ～kunveno 저녁 모임(회의). ～kostumo 야회복. ～mangxi 저녁 식사하다. ～mangxo 저녁 식사. ～rugxo 저녁놀, 석양. antaux～o (어느 시점을 기준으로)그 전날 저녁, 전야(前夜). Bonan ～on! 저녁 인사. cxiu～e 매일 저녁에, 저녁마다.",A,3.0,1.0,2.54,2.77
vesto,"{Ｂ}服, 着物; 衣服, 衣類; 《転》衣（ころも）",服装,"옷, 의복. ～ado 옷 입기. ～acxo 누더기. [타] 옷을 입히다; 덮다. ☞ vestiĝi.",A,3.0,1.0,2.54,2.77
vetero,"{Ｂ}【気】天候, 天気, >>klimato",天气,"<기상> 날씨, 일기(日氣), 기후. serena ～o 맑은 날씨; frosta ～o 매우 추운 날시; kota ～o (비가 와서)질척질척한 날씨. ～informoj 일기 예보, 기상정보.",B,4.0,2.0,5.67,4.83
veti,{Ｂ}［他］賭ける,赌，赌博，打赌,"[자] ①내기에 걸다, (누구와)내기하다. ②(돈을)걸다(노름・경마 따위에). ～armado 군비확장 경쟁. ～ajxo 내기에 거는 것(물건, 노름 돈, 내기 돈 따위). ～batali 겨루다, 경쟁하다. ～batalo 시합, 투쟁, 경쟁. ～e ①내기를 하면서, 내기로. ～e ludi sian tutan ricxajxon 자기의 전 재산을 걸고 도박하다. ②마치 내기하듯이, …와 겨루어(대항하여). ～kurado 달리기 경주. ～kuri 경주(競走)하다. ～libro 도박금(賭博金) 장부. ～ludanto 노름꾼, 도박자. ～ludi 도박하다, 노름하다. ～o ①내기. gajni, perdi la ～on 내기에 이기다, 지다. ②～ajxo. ～peristo (경마의)마권 업자. ～remado 조정(漕艇)경기, remkonkurso. cxeval～kurado 경마. pri～i [타] …에 돈을 걸다. pri～i la negran boksiston 그 흑인 복서에게 돈을 걸다. pri～into 돈을 건 사람. pri～ito 돈을 건 대상(경마의 몇 번 말 따위).",C,9.0,3.0,8.79,8.9
