Esperanto,Japanese_Trans,Chinese_Trans,Korean_Trans,Level_JP,Level_CN,Level_JP_Num,Level_JP_Scaled,Unified_Level
lingvistiko,"{Ｂ}言語学, =lingvoscienco",语言学,언어학,C,,3,8.79,8.79
lumbo,"{Ｏ}【解】腰, 腰部（背中の下部）, >>kokso, >>talio",腰,"허리, 요부",C,,3,8.79,8.79
lupeo,"{Ｂ}ルーペ, 虫めがね",放大镜,돋보기,C,,3,8.79,8.79
magio,"{Ｏ}魔術, 魔法, 呪術（じゅじゅつ）; 《転》不思議な力, 魅力",魔法,마법,C,,3,8.79,8.79
magneto,"{Ｏ}【理】磁石, マグネット",磁铁,자석,C,,3,8.79,8.79
magnetofono,"{Ｏ}【電】テープレコーダー, =sonbendilo",磁带录音机,"테이프 레코더, 녹음기",C,,3,8.79,8.79
majonezo,{Ｏ}【料】マヨネーズ,蛋黄酱,마요네즈,C,,3,8.79,8.79
majusklo,"{Ｏ}【印】大文字, ><minusklo",大写字母,대문자,C,,3,8.79,8.79
manifestacio,"{Ｏ}【政】デモ, 示威運動, 示威行進, >>parado, >>procesio",示威游行,"정치적 주장 위한 시위, 데모",C,,3,8.79,8.79
manio,"{Ｏ}熱狂, 偏執, マニア; 奇癖; 【医】躁状態, 躁病",狂热，癖好,어떤 대상을 향한 광적인 집착,C,,3,8.79,8.79
manuskripto,{Ｏ}原稿; 手書き文書; 写本,手稿,손으로 쓴 원고,C,,3,8.79,8.79
masaĝo,{Ｏ}マッサージ,按摩,마사지,C,,3,8.79,8.79
masko,"{Ｏ}仮面, 面（めん）, 覆面, マスク; 【写】（覆い焼きの）マスク; 《転》（いつわりの）仮面",面具，口罩,얼굴을 가리는 가면,C,,3,8.79,8.79
matĉo,"{Ｂ}【運】試合, >>ludo",比赛,"스포츠 경기, 시합",C,,3,8.79,8.79
medio,"{Ｏ}（自然的・社会的）環境; 【理】媒体; 【化】媒質; 【生】培地, 培養基",环境,환경,C,,3,8.79,8.79
mejlo,{Ｏ}【単】マイル（国際マイル=1609m、歴史的に地域差あり）; かなりの距離,英里,"거리 단위인 마일, 약 1.6킬로미터",C,,3,8.79,8.79
melodio,"{Ｏ}【楽】旋律, 調べ, メロディー",旋律,"멜로디, 선율",C,,3,8.79,8.79
merkato,"{Ｏ}【経】市場（しじょう）, 販路; 取引, 売買, >>bazaro",市场,상품이 오가는 시장,C,,3,8.79,8.79
mesaĝo,"{Ｏ}伝言, ことづて, メッセージ; お告げ, 託宣; 教書",信息，留言,"메시지, 전갈",C,,3,8.79,8.79
mevo,{Ｏ}【鳥】カモメ（鴎）（科）,海鸥,갈매기,C,,3,8.79,8.79
miaŭi,{Ｏ}［自］（猫が）ニャアと鳴く,喵喵叫,고양이가 야옹 울다,C,,3,8.79,8.79
mikrofono,{Ｏ}マイクロフォン,麦克风,음성 입력 장치,C,,3,8.79,8.79
minusklo,"{Ｏ}【印】小文字, ><majusklo",小写字母,소문자,C,,3,8.79,8.79
miopa,"{Ｏ}【医】近視の, 近眼の, >>hipermetropa, >>presbiopa",近视的,"근시의, 근시안의",C,,3,8.79,8.79
miraklo,{Ｏ}【宗】奇跡; 《転》驚異,奇迹,"기적, 놀라운 일",C,,3,8.79,8.79
molekulo,{Ｏ}【化】分子,分子,분자,C,,3,8.79,8.79
monopolo,"{Ｏ}【経】独占; 専売; 《転》占有, 独り占め",垄断,경제상의 독점,C,,3,8.79,8.79
motivo,"{Ｏ}動機, 理由, 根拠; 【芸】モチーフ, 主題; 【楽】モチーフ, 動機",动机；[艺] 主题,"어떤 행동을 하게 되는 동기, 이유",C,,3,8.79,8.79
mozaiko,{Ｏ}モザイク; 《転》寄せ集め; 【植】モザイク病,马赛克,잘게 나눈 조각을 모아 만든 무늬,C,,3,8.79,8.79
moŝto,"{Ｏ}（高位者への尊称）閣下, 殿下, 陛下",阁下（尊称）,고위자에 대한 존칭,C,,3,8.79,8.79
mustardo,"{Ｏ}【料】マスタード, からし",芥末,"겨자, 머스터드",C,,3,8.79,8.79
negativa,"{Ｏ}消極的な; 否定的な; 【電】陰の; 【理】負の, Ｓ極の; 【数】負の; >>pasiva, ><pozitiva",消极的；否定的；负的,"부정적인, 소극적인",C,,3,8.79,8.79
neologismo,"{Ｏ}【Ｇ】新語, =novradiko; 新語法",新词,새로 생긴 말,C,,3,8.79,8.79
nepre,"{Ｂ}ぜひ, どうあっても, 必ず; 必然的に",一定，务必,"반드시, 꼭",B,,2,5.67,5.67
neta,"{Ｂ}正味の; （汚れやくずのつかない）きれいな, 整った; 清書の",净的；整洁的,"순수한, 깨끗한",C,,3,8.79,8.79
neŭtrala,"{Ｏ}中立の, 偏らない, 公平な, >>senpartia",中立的,어느 편에도 치우치지 않는,C,,3,8.79,8.79
nominativo,"{Ｏ}【Ｇ】主格, 名格, >>akuzativo",[语] 主格,문법에서 주어를 나타내는 격,C,,3,8.79,8.79
normo,"{Ｏ}基準, 規範; 標準, 規格; 【数】ノルム",标准，规范,"기준, 규범",C,,3,8.79,8.79
novelo,"{Ｏ}小説, 中編小説, >>romano",短篇小说,단편소설,B,,2,5.67,5.67
nuanco,"{Ｏ}微妙な差異, 色合い, ニュアンス",细微差别,"미묘한 차이, 뉘앙스",C,,3,8.79,8.79
nukleo,"{Ｂ}【理】原子核, =atomkerno; 【生】（細胞）核, =ĉelkerno",核，原子核,"핵, 원자핵·세포핵",C,,3,8.79,8.79
nulo,"{Ｏ}ゼロ, 零; 《転》無価値なもの, つまらない人",零,"수로로서의 영, 제로",A,,1,2.54,2.54
numeralo,{Ｂ}【Ｇ】数詞,[语] 数词,수사,C,,3,8.79,8.79
objektiva,"{Ｏ}客観的な, 実在の, ><subjektiva; 偏りのない, 公正な; 【医】他覚性の; 【理】（レンズが）対物の",客观的,"편견 없이 사실을 보는, 객관적인",C,,3,8.79,8.79
ofte,"{Ｂ}たびたび, しばしば, 何度も, よく; 多くの場合, たいてい",经常,"자주, 빈번히",A,,1,2.54,2.54
operacio,{Ｂ}【医】手術; 【商】操作; 【数】【情】演算; 【軍】=operaco（作戦）,手术；操作；运算,수술,C,,3,8.79,8.79
opozicio,"{Ｂ}（政治上の）反対, 対立; 【政】反対派, 野党; 【天】衝（しょう）; 【理】逆位相",反对；反对派,"정치적 반대, 야당",C,,3,8.79,8.79
orta,{Ｂ}【数】直角の,[数] 直角的,직각의,C,,3,8.79,8.79
panico,{Ｏ}【植】キビ（黍）,黍，稷,기장,C,,3,8.79,8.79
paniko,"{Ｂ}恐慌, パニック; 【経】恐慌",恐慌,갑작스러운 공포 상태,C,,3,8.79,8.79
panoramo,{Ｏ}パノラマ; 《転》全景,全景,"파노라마,전경",C,,3,8.79,8.79
paradokso,"{Ｏ}【哲】逆説, パラドックス",悖论,"역설, 패러독스",C,,3,8.79,8.79
paralela,"{Ｂ}【数】平行の; 並列の, 平行する; 【電】並列の; 【情】パラレルの, >>seria",平行的,"평행한, 나란한",C,,3,8.79,8.79
parentezo,"{Ｏ}（かっこで囲んだ）挿入句; 【印】かっこ（の組）, >>krampo",括号；插入语,괄호; 문장 중간의 삽입구,C,,3,8.79,8.79
pasiva,"{Ｏ}受身の, 消極的な; 【Ｇ】受動の",被动的；消极的,수동적인,C,,3,8.79,8.79
paŭzo,"{Ｂ}（一時的な）中断, 休止, 一時停止, 休憩",暂停，休息,"일시적인 중단, 휴식",C,,3,8.79,8.79
pelvo,"{Ｏ}たらい, 洗面器, 水盤; 【解】骨盤",盆；[解] 骨盆,골반,C,,3,8.79,8.79
pensiono,"{Ｏ}下宿屋, 寮, 寄宿舎",膳宿公寓,"하숙집, 기숙사",C,,3,8.79,8.79
pikniko,"{Ｏ}野外での食事, 野外パーティー, ピクニック, >>ekskurso",野餐,야외에서 도시락을 먹는 소풍,C,,3,8.79,8.79
pilolo,"{Ｏ}【薬】錠剤, 丸薬; 《般》（避妊用の）ピル",药丸,"알약, 정제",C,,3,8.79,8.79
piĵamo,"{Ｏ}【服】パジャマ, >>noktoĉemizo",睡衣,"파자마, 잠옷",C,,3,8.79,8.79
pledi,"{Ｏ}［自］（裁判で）弁護する, 弁明する, 弁論する; 《転》弁護する",辩护,재판에서 변호하다,C,,3,8.79,8.79
podio,"{Ｏ}演壇, ひな壇, 高座, ステージ; 【建】（闘技場・円形劇場の）ひな壇式観覧席",讲台，舞台,연설이나 공연을 위한 단이나 무대,C,,3,8.79,8.79
poento,"{Ｏ}得点, 点数",得分，分数,점수,C,,3,8.79,8.79
pokalo,"{Ｏ}（広口で脚つきの）杯（さかずき）, シャンペングラス; トロフィーカップ, 優勝杯",高脚杯；奖杯,우승자에게 주는 컵 모양의 트로피,C,,3,8.79,8.79
poluri,"{Ｂ}［他］磨く, 研磨する, つやを出す; 《転》洗練する, 推敲する",擦亮，抛光；润色,"윤내다, 광내다; 문장을 다듬다",C,,3,8.79,8.79
pozitiva,"{Ｏ}積極的な, 建設的な, 実際的な, 現実的な, 確実な; 肯定的な; 実証的な; 【電】陽の; 【理】正の, Ｎ極の; 【数】正の; 【写】ポジの; >>aktiva, ><negativa",积极的；肯定的；正的,"긍정적인, 【전기】양의, 【수학】양수의",C,,3,8.79,8.79
precipe,"{Ｂ}特に, ことに, とりわけ, 中でも, 何よりもまず",特别，尤其,"특히, 무엇보다도",A,,1,2.54,2.54
prefikso,"{Ｏ}【Ｇ】接頭辞, >>sufikso",[语] 前缀,접두사,C,,3,8.79,8.79
prezidento,"{Ｂ}大統領, =ŝtatprezidanto, >>prezidanto",总统,대통령,C,,3,8.79,8.79
primitiva,"{Ｏ}原始の, 原始的な, 初期の, >>praa",原始的,"원시의, 원시적인",C,,3,8.79,8.79
produkti,"{Ｂ}［他］生産する, 産出する, 産む, 実らせる; 製作する, 製造する",生产,물건을 생산하다,B,,2,5.67,5.67
propagando,"{Ｂ}宣伝, 普及, プロパガンダ; 【宗】伝道, 布教",宣传,사상 따위를 널리 알리는 행위,C,,3,8.79,8.79
proporcio,"{Ｏ}割合, 釣合, 比率; 【数】比例, >>rilatumo",比例,"비율, 비례 관계",C,,3,8.79,8.79
protestanto,"{Ｂ}【キ】プロテスタント, 新教徒 / 抗議者, 異議申立人",抗议者；[宗] 新教徒,개신교 신자,C,,3,8.79,8.79
protokolo,"{Ｏ}議事録, 調書, 議定書; 【情】ログ, 運転記録; 【情】プロトコル, 通信規約",协议，议定书；记录,회의나 사건을 적어 남긴 공식 기록,C,,3,8.79,8.79
provizi,"{Ｂ}［他］供給する, 支給する, 提供する, 与える; 貯蔵する, たくわえる; 備え付ける, 装備する",供应，供给,"공급하다, 제공하다",C,,3,8.79,8.79
provizora,"{Ｏ}仮の, 臨時の, 一時的な, 暫定的な",临时的,"임시의, 일시적인",C,,3,8.79,8.79
prunti,"{Ｂ}［他］貸し借りする（〜 al=貸す, 〜 de=借りる）",借（入或出）,빌리거나 빌려주다,B,,2,5.67,5.67
pseŭdo-,"{Ｂ}［接頭辞］（擬似・類似・準を示す）, =kaŝ-, =ŝajn-, =kvazaŭ-",[前缀] 伪，假,"가짜, 거짓, 유사함을 나타내는 접두사",C,,3,8.79,8.79
purpuro,"{Ｏ}（赤みがかった）紫色, 赤紫色; 紫衣（王や高僧が身につける）; 【病】紫斑病",紫红色,붉은 기가 도는 자주색,C,,3,8.79,8.79
racia,"{Ｂ}理性の; 理性的な; 合理的な, 道理にかなった",理性的,"이성적인, 합리적인",C,,3,8.79,8.79
rakedo,{Ｏ}【運】ラケット,球拍,라켓,C,,3,8.79,8.79
redakcio,"{Ｏ}編集部, =redaktejo, =redaktistaro",编辑部,신문·잡지의 편집부,C,,3,8.79,8.79
redaktoro,"{Ｏ}編集者, =redaktisto",编辑,편집자,C,,3,8.79,8.79
referenco,"{Ｏ}参照, 照合, 参考; 身元保証書; 【情】（変数の）ポインター; （参照用の）基準",参考，参照,다른 자료를 대조하여 참고함,C,,3,8.79,8.79
refuti,"{Ｏ}［他］論破する, 反駁（はんぱく）する, 反論する",驳斥,논박하다,C,,3,8.79,8.79
registri,"{Ｂ}［他］登録する, 記載する, 記録する, 書留にする; 《転》記憶にとどめる",登记，注册；录音,등록하거나 기록하다,B,,2,5.67,5.67
reklamo,"{Ｂ}広告, 宣伝, コマーシャル",广告,"광고, 선전",C,,3,8.79,8.79
rekompenci,"{Ｂ}［他］報いる, 褒美を与える, お礼をする, >>premii, >>kompensi",报酬，奖赏,보답하거나 보상을 주다,C,,3,8.79,8.79
respektiva,"{Ｏ}それぞれの, 各自の",各自的,"각자의, 각각의",C,,3,8.79,8.79
resumi,"{Ｂ}［他］要約する, 概括する",总结，概括,간략히 요약하다,C,,3,8.79,8.79
revolucio,"{Ｂ}【政】革命; 《転》大変革, 急変",革命,혁명,C,,3,8.79,8.79
rezervi,"{Ｂ}［他］取っておく, 残しておく, 蓄える; 予約する, 予約指定する; 保留する, 差し控える",保留，预定,예약하다,B,,2,5.67,5.67
rezolucio,"{Ｏ}（大会などの）決議, 決議文",决议,"결의, 결의문",C,,3,8.79,8.79
rubo,"{Ｏ}瓦礫, 残骸; がらくた, くず; 【地質】岩屑（がんせつ）; 【環】=rubaĵo（廃棄物）; 《転》がらくた, 無価値なもの",垃圾，废料,"쓰레기, 파편 따위의 버려진 것",C,,3,8.79,8.79
rubriko,"{Ｏ}（新聞・雑誌の）欄; （書籍の）見出し, 標題; 【キ】ルブリカ（典礼書中に朱書きされた執行規定）",栏目,"신문·잡지의 고정 코너, 난",C,,3,8.79,8.79
satano,"{Ｏ}【宗】悪魔, =diablo",撒旦，魔鬼,"악마, 마귀",C,,3,8.79,8.79
satelito,"{Ｏ}【天】衛星; 人工衛星; 《転》衛星国, 衛星都市; 《転》（追従する）手下, 取り巻き",卫星,"행성을 도는 위성, 인공위성",C,,3,8.79,8.79
sfero,"{Ｏ}【数】球, 球面; =globo（球体）; 【史】（天体の）軌道; 《転》領域, 範囲, 圏",球体；领域,"구체, 둥근 공 모양의 것",C,,3,8.79,8.79
sigelo,"{Ｏ}印（いん）, 印影; 封印; 《転》しるし, 確証, 刻印",印章，封印,도장이나인장의자국,C,,3,8.79,8.79
silabo,{Ｏ}【声】音節,音节,음절,C,,3,8.79,8.79
simbolo,"{Ｏ}象徴, シンボル, >>emblemo; 【化】【数】記号; 【カ】信経",象征，符号,"어떤 개념을 드러내는 표시, 상징",C,,3,8.79,8.79
situi,"{Ｂ}［自］位置する, 場所にある",位于,어느 곳에 있다,C,,3,8.79,8.79
skandalo,"{Ｏ}スキャンダル, 醜聞, 物議",丑闻,"추문, 스캔들",C,,3,8.79,8.79
skeleto,"{Ｏ}【解】骨格, 骸骨; 【生】外骨格; （建物などの）骨組み; 《転》骨子, 概略; 《転》やせこけた人",骨骼,"몸의 뼈대가 되는 구조, 해골",C,,3,8.79,8.79
skeĉo,{Ｏ}【劇】寸劇,小品，短剧,짧은 연극,C,,3,8.79,8.79
skizi,"{Ｏ}［他］スケッチする, 下絵を描く; 概略を示す",草拟，素描,대강 그리다,C,,3,8.79,8.79
solida,"{Ｂ}固体の; 固い, 頑丈な; 確固とした, 確実な; 堅実な, しっかりした",固体的；坚固的,"단단한, 견고한",C,,3,8.79,8.79
sonori,"{Ｂ}［自］（鐘などが）鳴り響く, 響きわたる; （鐘などが）知らせる",发响声，鸣响,종이나 전화가 소리를 내어 울리다,B,,2,5.67,5.67
specifa,"{Ｂ}特定の; 固有の, 特有の; 【理】比～",特定的，特有的,특정한,C,,3,8.79,8.79
spite,"{Ｂ}にもかかわらず, 逆らって",尽管，不顾,"에도 불구하고, 거슬러",C,,3,8.79,8.79
stabila,"{Ｏ}安定した, 永続する; 【理】安定な, >>meta〜, >>ne〜, >>labila",稳定的,"안정된, 변하지 않는, 견고한",C,,3,8.79,8.79
stabo,"{Ｏ}【軍】参謀部; （団体の）幹部, 首脳部, スタッフ（集団）",参谋部；班子,"참모부, 수뇌부",C,,3,8.79,8.79
stampi,"{Ｂ}［他］スタンプを押す, 消印を押す; 刻印する; 《転》刻み込む; 《転》特徴づける",盖章；铭刻,도장이나 소인을 찍다,C,,3,8.79,8.79
statistiko,{Ｏ}統計; 統計学,统计,통계학,C,,3,8.79,8.79
stimuli,"{Ｏ}［他］激励する, 励ます; 刺激する, >>instigi, >>vigligi, >>sproni",刺激，激励,격려하다,C,,3,8.79,8.79
stoko,"{Ｂ}【商】ストック, 在庫品; 蓄え, 備蓄",库存，储备,가게나 창고에 쌓아 둔 재고품,C,,3,8.79,8.79
stovo,"{Ｂ}ストーブ, =hejtoforno",火炉,"난로, 스토브",C,,3,8.79,8.79
streki,{Ｂ}［他］（一筆で）線をひく; 筋を付ける,划线；删除,"선을 긋다, 줄을 치다",B,,2,5.67,5.67
striko,"{Ｂ}ストライキ, スト, 同盟罷業",罢工,노동자들의 파업,C,,3,8.79,8.79
strofo,"{Ｏ}【文】（詩の）節, 連",诗节,"시의 절, 연",C,,3,8.79,8.79
subjektiva,"{Ｏ}主観的な, 個人的な, ><objektiva; 主体的な, =subjekta, >>memstara",主观的,"주관적인, 개인적인",C,,3,8.79,8.79
sufikso,{Ｏ}【Ｇ】接尾辞; 【情】（ファイル名の）拡張子,[语] 后缀,접미사,C,,3,8.79,8.79
sugesti,"{Ｏ}［他］示唆する, ほのめかす, 提案する, 入れ知恵する; 想起させる, 思いつかせる",暗示，建议,암시하거나 넌지시 비추어 말하다,C,,3,8.79,8.79
superstiĉo,{Ｏ}迷信,迷信,미신,C,,3,8.79,8.79
supre,"{Ｂ}高く, 上方に, 頂上に",在上面,"위에, 꼭대기에",A,,1,2.54,2.54
tabuo,"{Ｂ}【宗】タブー, 禁忌; 《転》禁制, 禁物",禁忌,"금기, 해서는 안 되는 일",C,,3,8.79,8.79
tajdo,"{Ｂ}【海】潮（の干満）, 潮汐; 潮流; 《転》時流",潮汐,"조수, 바닷물의 간만 현상",C,,3,8.79,8.79
tajfuno,{Ｂ}【気】台風,台风,태풍,C,,3,8.79,8.79
taksio,{Ｏ}タクシー,出租车,택시,C,,3,8.79,8.79
taktiko,"{Ｏ}【軍】戦術, 用兵, >>strategio; 《転》駆け引き, 策略, 術策",战术,전술,C,,3,8.79,8.79
talento,"{Ｏ}才能, 天分, 手腕, 腕前; =talanto（タラント）",才能,"재능, 타고난 능력",C,,3,8.79,8.79
tamburo,"{Ｏ}【楽】ドラム, 太鼓; 【機】ドラム",鼓,"북, 드럼 악기",C,,3,8.79,8.79
tavolo,"{Ｏ}層, 地層; （社会の）階層","层，地层；（社会）阶层","층, 지층, （사회적）계층",C,,3,8.79,8.79
taŭgi,"{Ｂ}［自］役に立つ; 適する, 適任である",适合，有用,적합하다,B,,2,5.67,5.67
teamo,"{Ｂ}【運】チーム; 《般》作業チーム, 作業班",队，组,"운동팀, 작업반",C,,3,8.79,8.79
teknologio,"{Ｂ}工業技術, 工学, テクノロジー",技术，工艺,"과학공업기술, 테크놀로지",C,,3,8.79,8.79
teleskopo,"{Ｏ}望遠鏡, 天体望遠鏡",望远镜,망원경,C,,3,8.79,8.79
templo,"{Ｏ}【史】（古代ギリシャ・ローマなどの）神殿; 【宗】寺院, 聖堂, 礼拝堂, 教会堂; 《転》殿堂",庙宇，神殿,신전이나 사원 같은 종교적 건물,C,,3,8.79,8.79
teniso,"{Ｏ}【運】テニス, 庭球",网球,테니스,C,,3,8.79,8.79
termino,"{Ｏ}専門用語, 術語, =fakvorto",术语,학문·기술 분야의 전문 용어,C,,3,8.79,8.79
termo,{Ｂ}【数】項; 【論】名辞,[数] 项,수학의 항,C,,3,8.79,8.79
testamento,"{Ｏ}【法】遺言, 遺言状; 【キ】聖約",遗嘱；[宗] 约书,"유언, 유언장",C,,3,8.79,8.79
tezo,"{Ｏ}主張, 説; 【論】命題, 定立, 提題; 【政】テーゼ; 【学】=disertacio（学位論文）",论题，论点,논리나 철학에서의 명제,C,,3,8.79,8.79
tosto,"{Ｏ}乾杯, 祝杯; 乾杯の音頭, 乾杯の挨拶",祝酒,"건배, 축배",C,,3,8.79,8.79
totala,"{Ｂ}全体の, 総計の, >>kompleta, >>tuta",总的，全体的,"전체의, 총계의",C,,3,8.79,8.79
tropiko,{Ｏ}【地理】回帰線,回归线；热带,회귀선,C,,3,8.79,8.79
tulipo,{Ｏ}【植】チューリップ（属）,郁金香,튤립,C,,3,8.79,8.79
unio,"{Ｏ}【政】同盟, 連合, >>unuiĝo, >>federacio, >>konfederacio",联盟,"정치적 동맹, 연합",C,,3,8.79,8.79
universo,"{Ｏ}宇宙, 万有, 森羅万象, 全世界, >>kosmo",宇宙,"우주, 모든 존재와 만물",C,,3,8.79,8.79
uragano,"{Ｏ}（旋風性の）大暴風; 【気】颶風（ぐふう）（風力階級12）, >>tempesto, >>ŝtormo; 《転》あらし（嵐）",飓风,"맹렬한 대폭풍, 허리케인",C,,3,8.79,8.79
urini,"{Ｏ}［自］排尿する, 放尿する, 小便する",排尿,오줌 누다,C,,3,8.79,8.79
utopio,"{Ｏ}ユートピア, 理想郷",乌托邦,"이상향, 유토피아",C,,3,8.79,8.79
uzino,"{Ｂ}（大規模な）工場, プラント, 大工場; >>fabriko",工厂,"대규모 공장, 플랜트",C,,3,8.79,8.79
vaki,{Ｏ}［自］あいている,空着,자리나 직위가 비어 있다,C,,3,8.79,8.79
valuto,"{Ｏ}【経】通貨; 外国為替; 為替相場, >>devizkurzo",货币,"통화, 화폐",C,,3,8.79,8.79
varbi,{Ｏ}［他］（会員などを）募集する; 【軍】徴募する,招募,사람을 모집하다,C,,3,8.79,8.79
ve,{Ｂ}［間］ああ！（悲哀・嘆き・失望）,[叹] 哎呀（表示悲痛或遗憾）,슬픔·비탄의 탄식 소리,C,,3,8.79,8.79
vegeti,"{Ｏ}［自］【植】（植物が）生育する, 生い茂る; 《転》細々と暮らす, 無為に過ごす",生长；混日子,"(식물이) 자라다, 무성하게 자라다",C,,3,8.79,8.79
versio,{Ｏ}（各人の）見解; 【映】（～語）版; 【情】バージョン,版本；说法,"판, 버전",C,,3,8.79,8.79
vertikala,"{Ｂ}【数】【理】鉛直の; （地面に）垂直な, 縦の, >>horizontala",垂直的,"수직의, 땅에 대해 곧게 선, 세로의",C,,3,8.79,8.79
veterano,"{Ｏ}熟練者, ベテラン; 【軍】古参兵, 退役軍人, >>ekssoldato",老兵，老手,"노련한 사람, 베테랑",C,,3,8.79,8.79
viruso,"{Ｏ}【医】ウイルス, ビールス; 【情】（コンピュータ）ウイルス",病毒,바이러스,C,,3,8.79,8.79
viskio,{Ｏ}【料】ウイスキー,威士忌,위스키,C,,3,8.79,8.79
vitamino,{Ｏ}【生】ビタミン,维生素,필수 유기 영양소,C,,3,8.79,8.79
vizo,"{Ｏ}（旅券の）ビザ, 査証",签证,입국 허가 비자,C,,3,8.79,8.79
vokalo,{Ｏ}【声】母音,元音,모음,C,,3,8.79,8.79
volonte,"{Ｂ}自ら進んで, 快く, よろこんで, =memvole",乐意地,기꺼이 스스로 원해서,B,,2,5.67,5.67
volupto,"{Ｏ}官能, 肉欲, 快楽",肉欲，快感,육체적 쾌락,C,,3,8.79,8.79
vulgara,"{Ｏ}通俗の, 日常の, ありふれた; 卑俗な, =triviala",庸俗的，通俗的,저속하고 천박한,C,,3,8.79,8.79
zoo,{Ｂ}［略］=〜logia ĝardeno,动物园,동물을 전시하는 공원,C,,3,8.79,8.79
ĉampiono,"{Ｏ}【運】チャンピオン, 選手権者, 優勝者; 《転》（主義主張のために戦う）闘士, 擁護者",冠军,"경기나 대회의 우승자, 챔피언",C,,3,8.79,8.79
ĝiri,"{Ｏ}［他］【商】（手形などに）裏書する, =endosi; （金を）振替える; 【車】方向転換する",背书；转账,어음·수표를 배서하거나 계좌로 이체하다,C,,3,8.79,8.79
ĵazo,{Ｏ}【楽】ジャズ,爵士乐,재즈 음악,C,,3,8.79,8.79
ŝako,"{Ｏ}【遊】チェス, 将棋（=japana 〜）; （チェス・将棋の）王手",国际象棋；（棋局中的）将军,"체스, 장군（왕수）",C,,3,8.79,8.79
ŝalti,{Ｏ}［他］スイッチを入れる,接通（电源），打开（开关）,스위치를켜다,C,,3,8.79,8.79
ŝampuo,"{Ｂ}シャンプー, 洗髪剤",洗发水,머리 감는 비누,C,,3,8.79,8.79
ŝargi,"{Ｂ}［他］（弾丸などを）装填する, 詰める; 【電】充電する, 帯電させる; 【情】ロードする, （データや値を）設定する",装填；充电；【信息】加载,"장전하다, 【전기】충전하다, 【정보】로드하다",C,,3,8.79,8.79
ŝarko,"{Ｏ}【魚】サメ（鮫）, フカ（鱶）（の類）; 《転》強欲な人",鲨鱼,상어,C,,3,8.79,8.79
ŝoki,"{Ｏ}［他］精神的な衝撃を与える, ショックを与える, ぎょっとさせる",震惊，冲击,정신적 충격을 주다,C,,3,8.79,8.79
ŝoseo,"{Ｏ}舗装道路, 街道, 公道, >>aŭtovojo; 車道, =veturejo",公路，大道,자동차가 다니는 큰 도로,C,,3,8.79,8.79
ŝtormo,"{Ｏ}暴風, あらし; 【気】強風（風力階級７～10）, >>tempesto, >>uragano",风暴,"거센 폭풍, 강한 바람",C,,3,8.79,8.79
ŝvebi,"{Ｏ}［自］（空中に）浮かぶ, ただよう, 舞う, 滑空する; すべるように動く; 【理】（水中で）漂う, >>flosi, >>sinki; 《転》（心などに）浮かぶ; 《転》宙づりになっている",悬浮；漂浮；滑翔；《转》（心中）浮现,"공중이나 물속에 떠서 부드럽게 움직이다, 《전》（마음에）떠오르다",C,,3,8.79,8.79
-adi,{Ｂ}［接尾辞］（継続・反復する行為を示す）,继续，反复,지속·반복되는 행위를 나타내는 접미사,,1,,,1
-ado,{Ｂ}［接尾辞］（行為・状態・動作の継続を示す）,继续，反复,"행위·상태의 지속, 반복",,1,,,1
-ano,{Ｂ}［接尾辞］（構成員・住民・信奉者を示す）,成员,단체의 구성원,,1,,,1
-aro,{Ｂ}［接尾辞］（同種のものの集団を示す）,集合,같은 종류의 사람·사물 집단,,1,,,1
-aĵo,{Ｂ}［接尾辞］（具体化された事物を示す）,事物,어근과 관련된 구체적인 것,,1,,,1
-ebla,{Ｂ}［接尾辞］（受身の可能を示す）,可能，可以被…的,"가능한, 될 수 있는",,1,,,1
-eco,{Ｂ}［接尾辞］（性質・特性を示す）,性质,"성질, 특성",,1,,,1
-ejo,{Ｂ}［接尾辞］（場所を示す）,地点,장소를 나타내는 접미사,,1,,,1
-ema,{Ｂ}［接尾辞］（傾向・習慣を示す）,倾向于…的，习惯…的,어떤 행동에 기울기 쉬운 성향,,1,,,1
-estro,{Ｂ}［接尾辞］（長を示す）,首长,우두머리,,1,,,1
-ido,{Ｂ}［接尾辞］（子・子孫を示す）,后代；幼者,"자식, 후손",,1,,,1
-igi,{Ｂ}［接尾辞］（他動詞・使役動詞を作る）,使之…,"…하게 하다, …이 되게 하다",,1,,,1
-ilo,{Ｂ}［接尾辞］（道具・機械・薬剤などを示す）,工具,도구를 나타내는 접미사,,1,,,1
-inda,{Ｂ}［接尾辞］（～される価値がある）,值得被…的,"…할 가치가 있는, …할 만한",,1,,,1
-ino,{Ｂ}［接尾辞］（女性・雌を示す）,女（雌）性,여성·암컷뜻접미사,,1,,,1
-ismo,{Ｂ}［接尾辞］（主義・教義・学説などを示す）,主义，学说,"주의, 학설 나타내는 접미사",,1,,,1
-isto,{Ｂ}［接尾辞］（職業的従事者・主義者・信奉者を示す）,…者，…家，主义者,어떤 일을 직업으로 하는 사람,,1,,,1
-iĝi,{Ｂ}［接尾辞］（自動詞を作る）,变成…,"…이 되다, …으로 변하다",,1,,,1
-obla,{Ｂ}［接尾辞］倍数を示す,…倍的,"몇 배의, 배수",,1,,,1
-ona,{Ｂ}［接尾辞］（分数を示す）,…分之一的,분수를 나타내는 접미사,,1,,,1
